masked_user,department,role,risk_type,severity,description,evidence,severity_score
user_4665,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-11 16:29:23,1
user_4666,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-17 11:59:19,1
user_4667,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-05 16:39:52,1
user_4670,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-29 11:59:33,1
user_4672,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-16 12:41:43,1
user_4673,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-29 09:10:02,1
user_4674,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-28 11:15:05,1
user_4675,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-25 13:26:40,1
user_4677,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-24 10:22:59,1
user_4678,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-10 16:33:56,1
user_4681,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-02 17:19:46,1
user_4682,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-13 14:40:33,1
user_4683,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-11 13:11:41,1
user_4684,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-12 14:11:06,1
user_4686,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-04 12:58:00,1
user_4687,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-26 13:25:57,1
user_4692,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-15 01:29:01,1
user_4694,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-08 14:11:13,1
user_4699,hr,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-11 10:10:44,1
user_4704,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-13 16:15:28,1
user_4706,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-22 10:57:29,1
user_4711,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-17 12:52:58,1
user_4713,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-26 04:30:55,1
user_4715,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-06 12:10:49,1
user_4718,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-14 16:43:31,1
user_4720,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-13 16:18:26,1
user_4722,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-15 15:00:52,1
user_4723,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-29 14:59:14,1
user_4726,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-06 12:56:26,1
user_4727,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-03 16:05:32,1
user_4728,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-24 18:34:49,1
user_4732,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-03 10:41:55,1
user_4735,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-07 17:38:31,1
user_4738,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-10 17:30:54,1
user_4739,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-03 04:22:08,1
user_4744,hr,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-23 03:52:19,1
user_4745,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-28 12:04:03,1
user_4747,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-02 12:16:22,1
user_4752,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-19 13:45:48,1
user_4754,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-20 02:32:57,1
user_4755,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-24 09:10:03,1
user_4765,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-20 12:56:13,1
user_4766,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-05 10:24:53,1
user_4768,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-09 18:33:33,1
user_4773,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-08 17:36:56,1
user_4774,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-08 10:26:02,1
user_4775,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-31 14:51:38,1
user_4780,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-21 17:48:52,1
user_4781,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-04 14:34:32,1
user_4785,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-30 03:43:31,1
user_4787,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-19 14:53:05,1
user_4788,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-30 11:11:05,1
user_4789,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-01 18:47:54,1
user_4791,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-06 10:09:38,1
user_4793,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-19 12:22:42,1
user_4794,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-09 18:50:08,1
user_4798,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-07 10:46:20,1
user_4800,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-12 02:35:26,1
user_4803,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-03 13:10:01,1
user_4804,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-31 16:40:32,1
user_4812,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-28 10:18:02,1
user_4813,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-15 14:14:29,1
user_4814,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-29 13:10:21,1
user_4816,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-30 12:51:08,1
user_4820,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-15 14:29:03,1
user_4821,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-19 13:52:56,1
user_4826,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-16 18:51:22,1
user_4830,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-02 14:39:11,1
user_4834,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-18 02:31:49,1
user_4835,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-26 15:55:03,1
user_4836,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-29 16:32:44,1
user_4842,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-10 18:42:01,1
user_4844,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-08 10:33:28,1
user_4848,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-04 17:40:07,1
user_4849,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-07 11:37:10,1
user_4853,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-06 15:13:46,1
user_4854,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-09 13:04:37,1
user_4856,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-12 17:12:41,1
user_4857,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-09 13:21:05,1
user_4858,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-27 14:15:13,1
user_4863,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-01 12:58:21,1
user_4867,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-23 01:05:07,1
user_4869,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-04 18:28:07,1
user_4874,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-29 14:33:12,1
user_4875,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-24 11:06:43,1
user_4876,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-25 03:33:43,1
user_4878,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-24 10:10:34,1
user_4882,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-06 09:29:54,1
user_4886,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-19 14:13:05,1
user_4887,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-07 11:36:24,1
user_4888,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-13 17:21:40,1
user_4892,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-07 11:24:04,1
user_4894,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-29 01:47:31,1
user_4896,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-05 17:37:47,1
user_4897,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-09 11:05:35,1
user_4899,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-09 17:06:25,1
user_4903,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-06 15:36:06,1
user_4907,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-05 17:44:44,1
user_4909,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-22 17:15:53,1
user_4910,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-29 02:34:28,1
user_4916,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-26 13:20:23,1
user_4921,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-15 17:48:54,1
user_4922,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-02 17:57:31,1
user_4924,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-08 04:31:29,1
user_4925,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-09 18:59:56,1
user_4927,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-29 18:10:14,1
user_4928,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-09 10:47:40,1
user_4929,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-03 12:04:32,1
user_4930,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-03 03:02:05,1
user_4931,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-18 16:59:28,1
user_4935,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-06 09:08:43,1
user_4937,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-25 10:14:13,1
user_4940,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-30 17:56:16,1
user_4943,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-24 15:51:22,1
user_4950,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-16 10:53:30,1
user_4952,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-14 17:50:44,1
user_4954,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-13 18:37:28,1
user_4957,it,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-09 10:15:27,1
user_4958,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-27 13:35:25,1
user_4963,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-16 14:52:29,1
user_4964,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-13 18:44:11,1
user_4967,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-21 18:49:05,1
user_4969,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-02 12:44:35,1
user_4971,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-07 11:48:36,1
user_4972,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-10 18:43:17,1
user_4973,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-05 18:33:16,1
user_4976,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-03 17:09:32,1
user_4977,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-13 10:29:20,1
user_4978,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-26 15:40:59,1
user_4979,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-11 17:04:16,1
user_4983,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-23 18:35:04,1
user_4984,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-27 14:06:48,1
user_4992,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-23 18:43:45,1
user_4994,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-15 09:04:29,1
user_4996,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-10 16:14:24,1
user_4997,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-25 11:52:36,1
user_4998,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-16 16:40:05,1
user_4999,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-09 11:17:10,1
user_5002,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-21 13:10:52,1
user_5003,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-05 03:08:42,1
user_5004,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-07 18:28:22,1
user_5006,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-27 14:31:18,1
user_5017,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-02 17:35:57,1
user_5018,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-11 12:57:53,1
user_5019,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-15 17:11:14,1
user_5021,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-23 16:14:47,1
user_5027,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-19 09:04:17,1
user_5029,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-29 10:56:03,1
user_5039,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-13 12:50:01,1
user_5045,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-15 14:46:00,1
user_5047,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-15 16:37:40,1
user_5048,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-25 17:37:34,1
user_5050,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-04 10:59:51,1
user_5052,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-27 16:55:39,1
user_5054,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-22 11:19:54,1
user_5056,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-23 18:48:32,1
user_5060,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-11 18:05:59,1
user_5061,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-10 13:21:16,1
user_5065,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-25 13:46:33,1
user_5072,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-01 12:34:47,1
user_5074,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-23 17:03:06,1
user_5075,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-29 09:11:38,1
user_5079,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-23 09:31:38,1
user_5081,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-21 11:26:50,1
user_5084,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-12 18:19:50,1
user_5085,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-24 12:33:32,1
user_5086,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-19 18:01:34,1
user_5087,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-12 13:01:51,1
user_5088,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-07 09:31:56,1
user_5095,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-06 13:54:45,1
user_5097,sales,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-27 14:29:30,1
user_5098,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-04 17:43:05,1
user_5099,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-28 13:57:44,1
user_5100,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-19 16:27:47,1
user_5101,hr,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-21 12:02:06,1
user_5102,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-26 14:42:00,1
user_5104,it,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-17 09:02:33,1
user_5107,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-17 09:51:32,1
user_5108,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-17 01:48:01,1
user_5109,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-10 10:00:11,1
user_5110,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-21 14:56:15,1
user_5113,sales,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-06 16:12:14,1
user_5114,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-03 12:16:11,1
user_5123,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-28 15:23:30,1
user_5127,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-04 15:47:55,1
user_5131,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-25 14:29:34,1
user_5135,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-29 13:09:35,1
user_5144,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-20 14:52:48,1
user_5145,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-23 09:48:40,1
user_5149,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-22 15:03:25,1
user_5150,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-31 16:24:01,1
user_5154,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-09 15:58:33,1
user_5158,operations,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-27 17:32:55,1
user_5164,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-23 13:58:29,1
user_5165,finance,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-15 02:36:13,1
user_5166,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-01 14:33:04,1
user_5167,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-04 14:08:28,1
user_5174,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-09 10:38:18,1
user_5175,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-15 12:16:40,1
user_5180,operations,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-15 10:18:09,1
user_5182,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-07 01:16:31,1
user_5183,finance,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-27 13:02:41,1
user_5184,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-29 16:41:32,1
user_5186,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-02-20 10:39:16,1
user_5187,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-20 14:07:07,1
user_5188,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-26 10:15:21,1
user_5191,sales,intern,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-22 17:39:40,1
user_5193,operations,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-20 09:52:38,1
user_5196,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-15 11:41:02,1
user_5198,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-09-23 12:20:37,1
user_5202,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-01 12:08:39,1
user_5203,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-09 15:14:04,1
user_5204,finance,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-08-18 15:06:29,1
user_5205,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-07 15:26:50,1
user_5210,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-28 18:01:24,1
user_5212,hr,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-11 11:15:17,1
user_5213,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-19 14:14:36,1
user_5218,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-24 15:46:53,1
user_5219,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-31 15:19:26,1
user_5226,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-10 18:40:41,1
user_5228,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-04 10:13:28,1
user_5229,it,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-30 14:22:02,1
user_5232,hr,admin,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-03-18 10:31:26,1
user_5234,finance,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-26 09:58:07,1
user_5240,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-11 10:32:50,1
user_5242,it,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-05-22 15:27:39,1
user_5243,finance,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-01-29 13:17:38,1
user_5246,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-06-27 12:20:00,1
user_5250,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-15 14:03:48,1
user_5252,hr,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-11-07 12:37:07,1
user_5255,sales,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-12-24 17:30:37,1
user_5259,operations,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-10-03 17:33:31,1
user_5261,it,manager,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-07-16 09:22:22,1
user_5263,sales,analyst,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-21 12:29:50,1
user_5266,operations,engineer,Dormant active account,Low,Active account with no recent activity (last 180 days).,last_seen = 2024-04-11 09:41:23,1
