masked_user,total_events,malicious_events,avg_anomaly_score,max_anomaly_score,off_hours_events,weekend_events,unique_sources,unique_devices,first_seen,last_seen,off_hours_ratio,weekend_ratio
user_5003,1,1,0.9742,0.9742,1,0,1,1,2024-02-05 03:08:42,2024-02-05 03:08:42,1.0,0.0
user_5004,1,0,0.341,0.341,0,1,1,1,2024-09-07 18:28:22,2024-09-07 18:28:22,0.0,1.0
user_5006,2,0,0.09455,0.1049,0,2,2,1,2024-08-31 13:00:33,2024-10-27 14:31:18,0.0,1.0
user_5008,1,0,0.2663,0.2663,0,0,1,1,2024-09-03 14:25:22,2024-09-03 14:25:22,0.0,0.0
user_5010,1,0,0.4351,0.4351,0,0,1,1,2024-10-31 16:38:56,2024-10-31 16:38:56,0.0,0.0
user_5013,2,0,0.4598,0.4763,0,1,2,2,2024-11-10 15:30:52,2024-11-14 12:16:02,0.0,0.5
user_5017,1,0,0.0362,0.0362,0,0,1,1,2024-09-02 17:35:57,2024-09-02 17:35:57,0.0,0.0
user_5018,3,0,0.30433333333333334,0.3417,0,0,3,2,2024-01-15 15:28:53,2024-11-11 12:57:53,0.0,0.0
user_5019,1,0,0.4057,0.4057,0,0,1,1,2024-04-15 17:11:14,2024-04-15 17:11:14,0.0,0.0
user_5021,1,0,0.2791,0.2791,0,0,1,1,2024-04-23 16:14:47,2024-04-23 16:14:47,0.0,0.0
user_5027,1,0,0.2794,0.2794,0,0,1,1,2024-07-19 09:04:17,2024-07-19 09:04:17,0.0,0.0
user_5029,3,0,0.26203333333333334,0.3974,0,1,3,2,2024-04-05 14:19:22,2024-12-29 10:56:03,0.0,0.3333333333333333
user_5030,1,0,0.0483,0.0483,0,0,1,1,2024-08-09 09:48:24,2024-08-09 09:48:24,0.0,0.0
user_5039,1,0,0.0418,0.0418,0,1,1,1,2024-07-13 12:50:01,2024-07-13 12:50:01,0.0,1.0
user_5045,1,0,0.335,0.335,0,0,1,1,2024-10-15 14:46:00,2024-10-15 14:46:00,0.0,0.0
user_5047,1,0,0.4815,0.4815,0,0,1,1,2024-01-15 16:37:40,2024-01-15 16:37:40,0.0,0.0
user_5048,1,0,0.4677,0.4677,0,1,1,1,2024-08-25 17:37:34,2024-08-25 17:37:34,0.0,1.0
user_5050,1,0,0.1547,0.1547,0,0,1,1,2024-03-04 10:59:51,2024-03-04 10:59:51,0.0,0.0
user_5052,1,0,0.2215,0.2215,0,0,1,1,2024-11-27 16:55:39,2024-11-27 16:55:39,0.0,0.0
user_5054,1,0,0.3352,0.3352,0,0,1,1,2024-11-22 11:19:54,2024-11-22 11:19:54,0.0,0.0
user_5056,1,0,0.4437,0.4437,0,0,1,1,2024-01-23 18:48:32,2024-01-23 18:48:32,0.0,0.0
user_5059,1,0,0.3479,0.3479,0,0,1,1,2024-10-28 18:52:29,2024-10-28 18:52:29,0.0,0.0
user_5060,1,0,0.2938,0.2938,0,0,1,1,2024-01-11 18:05:59,2024-01-11 18:05:59,0.0,0.0
user_5061,1,0,0.4314,0.4314,0,0,1,1,2024-10-10 13:21:16,2024-10-10 13:21:16,0.0,0.0
user_5065,1,0,0.1848,0.1848,0,1,1,1,2024-05-25 13:46:33,2024-05-25 13:46:33,0.0,1.0
user_5070,2,0,0.09805,0.1692,0,1,2,2,2024-07-13 14:35:17,2024-10-18 13:42:24,0.0,0.5
user_5072,1,0,0.244,0.244,0,0,1,1,2024-10-01 12:34:47,2024-10-01 12:34:47,0.0,0.0
user_5074,1,0,0.3591,0.3591,0,0,1,1,2024-12-23 17:03:06,2024-12-23 17:03:06,0.0,0.0
user_5075,2,0,0.3354,0.3873,0,0,2,2,2024-05-10 13:52:25,2024-11-29 09:11:38,0.0,0.0
user_5077,1,0,0.1543,0.1543,0,0,1,1,2024-07-26 18:36:46,2024-07-26 18:36:46,0.0,0.0
user_5079,1,0,0.0604,0.0604,0,0,1,1,2024-04-23 09:31:38,2024-04-23 09:31:38,0.0,0.0
user_5081,1,0,0.2908,0.2908,0,0,1,1,2024-11-21 11:26:50,2024-11-21 11:26:50,0.0,0.0
user_5084,3,0,0.2679333333333333,0.3853,0,1,3,3,2024-01-31 15:39:28,2024-07-12 18:19:50,0.0,0.3333333333333333
user_5085,1,0,0.1489,0.1489,0,0,1,1,2024-01-24 12:33:32,2024-01-24 12:33:32,0.0,0.0
user_5086,1,0,0.0874,0.0874,0,0,1,1,2024-09-19 18:01:34,2024-09-19 18:01:34,0.0,0.0
user_5087,1,0,0.0229,0.0229,0,0,1,1,2024-11-12 13:01:51,2024-11-12 13:01:51,0.0,0.0
user_5088,1,0,0.0041,0.0041,0,0,1,1,2024-06-07 09:31:56,2024-06-07 09:31:56,0.0,0.0
user_5089,1,0,0.3567,0.3567,0,0,1,1,2024-11-28 15:24:15,2024-11-28 15:24:15,0.0,0.0
user_5095,1,0,0.3276,0.3276,0,1,1,1,2024-10-06 13:54:45,2024-10-06 13:54:45,0.0,1.0
user_5096,1,0,0.4088,0.4088,0,0,1,1,2024-10-16 11:36:04,2024-10-16 11:36:04,0.0,0.0
user_5097,1,0,0.2829,0.2829,0,0,1,1,2024-09-27 14:29:30,2024-09-27 14:29:30,0.0,0.0
user_5098,2,0,0.13244999999999998,0.2342,0,1,2,2,2024-01-07 12:27:28,2024-07-04 17:43:05,0.0,0.5
user_5099,1,0,0.151,0.151,0,0,1,1,2024-10-28 13:57:44,2024-10-28 13:57:44,0.0,0.0
user_5100,1,0,0.2686,0.2686,0,0,1,1,2024-06-19 16:27:47,2024-06-19 16:27:47,0.0,0.0
user_5101,1,0,0.0941,0.0941,0,1,1,1,2024-04-21 12:02:06,2024-04-21 12:02:06,0.0,1.0
user_5102,1,0,0.2397,0.2397,0,0,1,1,2024-03-26 14:42:00,2024-03-26 14:42:00,0.0,0.0
user_5104,1,0,0.1945,0.1945,0,0,1,1,2024-07-17 09:02:33,2024-07-17 09:02:33,0.0,0.0
user_5107,1,0,0.4219,0.4219,0,1,1,1,2024-08-17 09:51:32,2024-08-17 09:51:32,0.0,1.0
user_5108,2,1,0.49574999999999997,0.945,1,1,2,1,2024-06-02 15:00:00,2024-10-17 01:48:01,0.5,0.5
user_5109,1,0,0.3397,0.3397,0,0,1,1,2024-05-10 10:00:11,2024-05-10 10:00:11,0.0,0.0
user_5110,1,0,0.2665,0.2665,0,0,1,1,2024-11-21 14:56:15,2024-11-21 14:56:15,0.0,0.0
user_5112,1,0,0.0293,0.0293,0,1,1,1,2024-04-27 18:24:00,2024-04-27 18:24:00,0.0,1.0
user_5113,1,0,0.4054,0.4054,0,0,1,1,2024-12-06 16:12:14,2024-12-06 16:12:14,0.0,0.0
user_5114,1,0,0.1391,0.1391,0,0,1,1,2024-07-03 12:16:11,2024-07-03 12:16:11,0.0,0.0
user_5115,2,0,0.2897,0.4787,0,1,2,1,2024-02-06 14:56:45,2024-08-18 09:55:08,0.0,0.5
user_5122,1,0,0.0192,0.0192,0,1,1,1,2024-05-19 17:53:09,2024-05-19 17:53:09,0.0,1.0
user_5123,1,0,0.3587,0.3587,0,1,1,1,2024-09-28 15:23:30,2024-09-28 15:23:30,0.0,1.0
user_5127,1,0,0.032,0.032,0,0,1,1,2024-11-04 15:47:55,2024-11-04 15:47:55,0.0,0.0
user_5131,1,0,0.2561,0.2561,0,0,1,1,2024-10-25 14:29:34,2024-10-25 14:29:34,0.0,0.0
user_5135,1,0,0.4707,0.4707,0,0,1,1,2024-05-29 13:09:35,2024-05-29 13:09:35,0.0,0.0
user_5144,1,0,0.1285,0.1285,0,0,1,1,2024-11-20 14:52:48,2024-11-20 14:52:48,0.0,0.0
user_5145,1,0,0.1789,0.1789,0,1,1,1,2024-06-23 09:48:40,2024-06-23 09:48:40,0.0,1.0
user_5149,1,0,0.347,0.347,0,1,1,1,2024-12-22 15:03:25,2024-12-22 15:03:25,0.0,1.0
user_5150,1,0,0.1984,0.1984,0,0,1,1,2024-05-31 16:24:01,2024-05-31 16:24:01,0.0,0.0
user_5154,2,0,0.2529,0.3849,0,1,2,1,2024-03-02 10:32:32,2024-12-09 15:58:33,0.0,0.5
user_5158,1,0,0.1893,0.1893,0,1,1,1,2024-01-27 17:32:55,2024-01-27 17:32:55,0.0,1.0
user_5164,2,0,0.28635,0.4737,0,0,2,1,2024-02-26 12:59:41,2024-04-23 13:58:29,0.0,0.0
user_5165,1,1,0.9442,0.9442,1,0,1,1,2024-08-15 02:36:13,2024-08-15 02:36:13,1.0,0.0
user_5166,1,0,0.2215,0.2215,0,0,1,1,2024-04-01 14:33:04,2024-04-01 14:33:04,0.0,0.0
user_5167,1,0,0.452,0.452,0,0,1,1,2024-09-04 14:08:28,2024-09-04 14:08:28,0.0,0.0
user_5174,1,0,0.4988,0.4988,0,0,1,1,2024-12-09 10:38:18,2024-12-09 10:38:18,0.0,0.0
user_5175,2,1,0.6255,0.9871,1,1,2,2,2024-05-29 01:17:54,2024-09-15 12:16:40,0.5,0.5
user_5180,1,0,0.402,0.402,0,0,1,1,2024-11-15 10:18:09,2024-11-15 10:18:09,0.0,0.0
user_5182,1,1,0.9409,0.9409,1,1,1,1,2024-12-07 01:16:31,2024-12-07 01:16:31,1.0,1.0
user_5183,1,0,0.3377,0.3377,0,0,1,1,2024-03-27 13:02:41,2024-03-27 13:02:41,0.0,0.0
user_5184,2,0,0.19155,0.292,0,0,2,2,2024-06-24 09:54:59,2024-11-29 16:41:32,0.0,0.0
user_5186,1,0,0.1431,0.1431,0,0,1,1,2024-02-20 10:39:16,2024-02-20 10:39:16,0.0,0.0
user_5187,1,0,0.4248,0.4248,0,1,1,1,2024-01-20 14:07:07,2024-01-20 14:07:07,0.0,1.0
user_5188,1,0,0.4706,0.4706,0,0,1,1,2024-11-26 10:15:21,2024-11-26 10:15:21,0.0,0.0
user_5191,2,0,0.33175,0.4899,0,0,2,2,2024-09-05 11:22:12,2024-10-22 17:39:40,0.0,0.0
user_5193,1,0,0.2247,0.2247,0,1,1,1,2024-04-20 09:52:38,2024-04-20 09:52:38,0.0,1.0
user_5195,1,0,0.1713,0.1713,0,0,1,1,2024-07-11 10:03:53,2024-07-11 10:03:53,0.0,0.0
user_5196,1,0,0.1269,0.1269,0,0,1,1,2024-07-15 11:41:02,2024-07-15 11:41:02,0.0,0.0
user_5198,1,0,0.1692,0.1692,0,0,1,1,2024-09-23 12:20:37,2024-09-23 12:20:37,0.0,0.0
user_5199,1,0,0.1429,0.1429,0,0,1,1,2024-11-27 18:33:48,2024-11-27 18:33:48,0.0,0.0
user_5200,2,0,0.31795,0.4111,0,0,2,2,2024-05-10 14:09:02,2024-12-24 11:06:23,0.0,0.0
user_5202,1,0,0.1693,0.1693,0,0,1,1,2024-04-01 12:08:39,2024-04-01 12:08:39,0.0,0.0
user_5203,1,0,0.188,0.188,0,1,1,1,2024-06-09 15:14:04,2024-06-09 15:14:04,0.0,1.0
user_5204,1,0,0.2567,0.2567,0,1,1,1,2024-08-18 15:06:29,2024-08-18 15:06:29,0.0,1.0
user_5205,1,0,0.4519,0.4519,0,1,1,1,2024-04-07 15:26:50,2024-04-07 15:26:50,0.0,1.0
user_5210,1,0,0.0398,0.0398,0,1,1,1,2024-12-28 18:01:24,2024-12-28 18:01:24,0.0,1.0
user_5212,2,0,0.09745000000000001,0.1143,0,0,2,1,2024-01-31 16:53:19,2024-10-11 11:15:17,0.0,0.0
user_5213,1,0,0.0027,0.0027,0,1,1,1,2024-05-19 14:14:36,2024-05-19 14:14:36,0.0,1.0
user_5218,1,0,0.401,0.401,0,1,1,1,2024-03-24 15:46:53,2024-03-24 15:46:53,0.0,1.0
user_5219,1,0,0.4769,0.4769,0,0,1,1,2024-10-31 15:19:26,2024-10-31 15:19:26,0.0,0.0
user_5222,1,0,0.455,0.455,0,1,1,1,2024-02-04 17:05:24,2024-02-04 17:05:24,0.0,1.0
user_5226,3,1,0.40523333333333333,0.9268,1,1,3,2,2024-09-02 10:51:52,2024-11-10 18:40:41,0.3333333333333333,0.3333333333333333
user_5228,1,0,0.1184,0.1184,0,0,1,1,2024-07-04 10:13:28,2024-07-04 10:13:28,0.0,0.0
user_5229,1,0,0.4819,0.4819,0,1,1,1,2024-03-30 14:22:02,2024-03-30 14:22:02,0.0,1.0
user_5232,1,0,0.4796,0.4796,0,0,1,1,2024-03-18 10:31:26,2024-03-18 10:31:26,0.0,0.0
user_5234,2,0,0.2722,0.3036,0,1,2,1,2024-05-11 12:34:23,2024-07-26 09:58:07,0.0,0.5
user_5235,1,0,0.4867,0.4867,0,0,1,1,2024-01-25 13:02:02,2024-01-25 13:02:02,0.0,0.0
user_5236,1,0,0.0262,0.0262,0,1,1,1,2024-08-03 13:26:12,2024-08-03 13:26:12,0.0,1.0
user_5240,2,1,0.731,0.9811,1,0,2,2,2024-07-11 01:34:10,2024-10-11 10:32:50,0.5,0.0
user_5242,2,0,0.09860000000000001,0.1915,0,0,2,1,2024-01-29 13:32:44,2024-05-22 15:27:39,0.0,0.0
user_5243,1,0,0.3575,0.3575,0,0,1,1,2024-01-29 13:17:38,2024-01-29 13:17:38,0.0,0.0
user_5246,1,0,0.3368,0.3368,0,0,1,1,2024-06-27 12:20:00,2024-06-27 12:20:00,0.0,0.0
user_5250,1,0,0.331,0.331,0,0,1,1,2024-10-15 14:03:48,2024-10-15 14:03:48,0.0,0.0
user_5252,2,0,0.2973,0.4397,0,1,2,1,2024-06-15 09:32:41,2024-11-07 12:37:07,0.0,0.5
user_5255,2,1,0.67465,0.9118,1,1,2,1,2024-03-09 03:52:28,2024-12-24 17:30:37,0.5,0.5
user_5259,2,1,0.48625,0.9658,1,0,2,1,2024-08-06 04:32:25,2024-10-03 17:33:31,0.5,0.0
user_5261,2,0,0.4814,0.4864,0,1,2,2,2024-03-30 12:39:17,2024-07-16 09:22:22,0.0,0.5
user_5262,1,0,0.0035,0.0035,0,0,1,1,2024-08-30 17:30:32,2024-08-30 17:30:32,0.0,0.0
user_5263,1,0,0.0108,0.0108,0,1,1,1,2024-04-21 12:29:50,2024-04-21 12:29:50,0.0,1.0
user_5266,1,0,0.4487,0.4487,0,0,1,1,2024-04-11 09:41:23,2024-04-11 09:41:23,0.0,0.0
user_5268,2,0,0.22255,0.2852,0,0,2,2,2024-07-15 14:16:47,2024-12-17 15:11:15,0.0,0.0
user_5269,1,0,0.4667,0.4667,0,0,1,1,2024-02-12 12:27:06,2024-02-12 12:27:06,0.0,0.0
user_5271,1,1,0.9315,0.9315,1,0,1,1,2024-04-02 04:09:41,2024-04-02 04:09:41,1.0,0.0
user_5272,1,0,0.0471,0.0471,0,0,1,1,2024-04-02 09:24:38,2024-04-02 09:24:38,0.0,0.0
user_5274,2,0,0.1863,0.2367,0,0,2,2,2024-06-19 11:15:03,2024-10-08 17:16:53,0.0,0.0
user_5276,1,0,0.23,0.23,0,0,1,1,2024-11-27 14:11:37,2024-11-27 14:11:37,0.0,0.0
user_5277,3,0,0.28706666666666664,0.3434,0,1,3,2,2024-07-28 11:31:06,2024-09-27 11:33:06,0.0,0.3333333333333333
user_5278,2,0,0.3268,0.4008,0,0,2,1,2024-01-17 18:40:04,2024-10-29 12:42:53,0.0,0.0
user_5279,1,0,0.4779,0.4779,0,0,1,1,2024-02-09 16:15:46,2024-02-09 16:15:46,0.0,0.0
user_5280,1,0,0.1751,0.1751,0,0,1,1,2024-07-02 12:16:46,2024-07-02 12:16:46,0.0,0.0
user_5281,1,0,0.3419,0.3419,0,0,1,1,2024-09-18 10:18:23,2024-09-18 10:18:23,0.0,0.0
user_5282,1,0,0.3732,0.3732,0,0,1,1,2024-02-16 09:50:34,2024-02-16 09:50:34,0.0,0.0
user_5283,1,0,0.0836,0.0836,0,0,1,1,2024-09-25 10:10:10,2024-09-25 10:10:10,0.0,0.0
user_5286,2,0,0.26045,0.4242,0,0,2,2,2024-03-14 13:59:13,2024-04-26 12:30:07,0.0,0.0
user_5288,1,0,0.2396,0.2396,0,0,1,1,2024-08-15 11:05:18,2024-08-15 11:05:18,0.0,0.0
user_5292,1,0,0.1538,0.1538,0,0,1,1,2024-03-22 12:36:49,2024-03-22 12:36:49,0.0,0.0
user_5293,2,0,0.27165,0.4176,0,2,2,1,2024-09-01 10:13:15,2024-10-12 15:23:15,0.0,1.0
user_5295,1,1,0.9087,0.9087,1,1,1,1,2024-03-09 03:59:12,2024-03-09 03:59:12,1.0,1.0
user_5299,1,0,0.3089,0.3089,0,0,1,1,2024-08-21 11:47:02,2024-08-21 11:47:02,0.0,0.0
user_5300,2,1,0.50765,0.9968,1,2,2,2,2024-02-10 02:21:15,2024-04-13 14:11:24,0.5,1.0
user_5302,2,0,0.0758,0.0851,0,1,2,2,2024-04-21 12:20:21,2024-07-08 11:55:43,0.0,0.5
user_5305,1,0,0.0772,0.0772,0,0,1,1,2024-07-31 17:24:20,2024-07-31 17:24:20,0.0,0.0
user_5306,1,0,0.3176,0.3176,0,0,1,1,2024-01-15 15:36:28,2024-01-15 15:36:28,0.0,0.0
user_5310,2,0,0.38455,0.4654,0,0,2,2,2024-02-28 16:14:06,2024-08-26 09:27:38,0.0,0.0
user_5312,1,1,0.9847,0.9847,1,0,1,1,2024-11-18 04:43:44,2024-11-18 04:43:44,1.0,0.0
user_5313,1,0,0.3859,0.3859,0,0,1,1,2024-01-10 09:12:14,2024-01-10 09:12:14,0.0,0.0
user_5315,1,0,0.2879,0.2879,0,0,1,1,2024-01-18 17:04:21,2024-01-18 17:04:21,0.0,0.0
user_5317,1,0,0.3035,0.3035,0,0,1,1,2024-12-02 10:26:29,2024-12-02 10:26:29,0.0,0.0
user_5318,1,0,0.2121,0.2121,0,0,1,1,2024-10-08 12:17:59,2024-10-08 12:17:59,0.0,0.0
user_5321,2,0,0.1496,0.2129,0,0,2,2,2024-03-19 14:33:06,2024-07-26 12:32:40,0.0,0.0
user_5326,1,0,0.3877,0.3877,0,1,1,1,2024-12-14 15:13:40,2024-12-14 15:13:40,0.0,1.0
user_5329,1,0,0.3777,0.3777,0,0,1,1,2024-07-11 18:34:09,2024-07-11 18:34:09,0.0,0.0
user_5330,1,0,0.0197,0.0197,0,0,1,1,2024-08-09 17:38:57,2024-08-09 17:38:57,0.0,0.0
user_5332,2,0,0.41415,0.4851,0,0,2,1,2024-04-30 14:49:33,2024-10-24 12:47:33,0.0,0.0
user_5333,1,0,0.319,0.319,0,0,1,1,2024-03-19 12:10:14,2024-03-19 12:10:14,0.0,0.0
user_5335,1,0,0.0471,0.0471,0,0,1,1,2024-12-24 15:46:16,2024-12-24 15:46:16,0.0,0.0
user_5337,2,1,0.67195,0.9378,1,0,2,2,2024-07-17 15:13:06,2024-07-23 04:24:21,0.5,0.0
user_5339,1,0,0.4648,0.4648,0,1,1,1,2024-06-30 09:47:23,2024-06-30 09:47:23,0.0,1.0
user_5340,1,0,0.0131,0.0131,0,0,1,1,2024-04-29 10:00:32,2024-04-29 10:00:32,0.0,0.0
user_5341,1,0,0.2366,0.2366,0,0,1,1,2024-12-24 10:44:05,2024-12-24 10:44:05,0.0,0.0
user_5344,2,0,0.33945000000000003,0.442,0,0,2,1,2024-04-15 10:48:22,2024-07-30 13:18:21,0.0,0.0
user_5345,1,0,0.2783,0.2783,0,0,1,1,2024-09-02 14:03:17,2024-09-02 14:03:17,0.0,0.0
user_5353,2,0,0.35035,0.4233,0,0,2,2,2024-01-10 11:31:01,2024-09-12 12:05:43,0.0,0.0
user_5355,1,0,0.0168,0.0168,0,0,1,1,2024-10-08 14:36:49,2024-10-08 14:36:49,0.0,0.0
user_5356,1,0,0.2388,0.2388,0,0,1,1,2024-08-01 17:32:12,2024-08-01 17:32:12,0.0,0.0
user_5359,1,0,0.4115,0.4115,0,0,1,1,2024-04-19 18:49:50,2024-04-19 18:49:50,0.0,0.0
user_5365,1,0,0.1881,0.1881,0,0,1,1,2024-10-14 15:54:08,2024-10-14 15:54:08,0.0,0.0
user_5366,1,0,0.0161,0.0161,0,0,1,1,2024-08-14 15:53:40,2024-08-14 15:53:40,0.0,0.0
user_5368,1,0,0.2968,0.2968,0,0,1,1,2024-01-02 09:26:07,2024-01-02 09:26:07,0.0,0.0
user_5369,2,0,0.33175,0.4876,0,2,2,2,2024-11-16 09:07:10,2024-12-15 11:03:39,0.0,1.0
user_5371,1,0,0.3002,0.3002,0,0,1,1,2024-09-24 15:01:54,2024-09-24 15:01:54,0.0,0.0
user_5372,1,0,0.0223,0.0223,0,0,1,1,2024-01-19 16:17:04,2024-01-19 16:17:04,0.0,0.0
user_5373,1,0,0.0672,0.0672,0,0,1,1,2024-07-16 11:18:40,2024-07-16 11:18:40,0.0,0.0
user_5377,1,0,0.0843,0.0843,0,0,1,1,2024-12-05 17:58:26,2024-12-05 17:58:26,0.0,0.0
user_5379,1,1,0.9751,0.9751,1,0,1,1,2024-11-15 03:13:04,2024-11-15 03:13:04,1.0,0.0
user_5381,2,0,0.03375,0.0487,0,2,2,2,2024-01-06 18:57:48,2024-07-07 14:36:40,0.0,1.0
user_5389,1,0,0.0998,0.0998,0,0,1,1,2024-07-22 15:18:15,2024-07-22 15:18:15,0.0,0.0
user_5391,1,0,0.243,0.243,0,0,1,1,2024-12-06 17:04:43,2024-12-06 17:04:43,0.0,0.0
user_5396,1,1,0.9361,0.9361,1,0,1,1,2024-01-31 03:43:36,2024-01-31 03:43:36,1.0,0.0
user_5398,2,0,0.1451,0.25,0,0,2,1,2024-01-24 16:10:54,2024-06-20 09:11:59,0.0,0.0
user_5399,1,0,0.3019,0.3019,0,0,1,1,2024-11-05 14:28:58,2024-11-05 14:28:58,0.0,0.0
user_5406,1,0,0.087,0.087,0,0,1,1,2024-01-31 14:13:36,2024-01-31 14:13:36,0.0,0.0
user_5410,1,0,0.3299,0.3299,0,0,1,1,2024-07-23 18:07:13,2024-07-23 18:07:13,0.0,0.0
user_5412,3,0,0.18156666666666665,0.2792,0,1,3,2,2024-05-02 09:26:27,2024-12-29 09:49:51,0.0,0.3333333333333333
user_5418,1,0,0.2115,0.2115,0,0,1,1,2024-12-26 18:47:02,2024-12-26 18:47:02,0.0,0.0
user_5421,1,0,0.3735,0.3735,0,0,1,1,2024-05-29 14:44:07,2024-05-29 14:44:07,0.0,0.0
user_5423,1,0,0.0369,0.0369,0,1,1,1,2024-11-23 17:13:26,2024-11-23 17:13:26,0.0,1.0
user_5426,1,0,0.0845,0.0845,0,1,1,1,2024-01-07 13:34:20,2024-01-07 13:34:20,0.0,1.0
user_5427,1,0,0.1347,0.1347,0,0,1,1,2024-02-19 14:53:38,2024-02-19 14:53:38,0.0,0.0
user_5428,1,0,0.3606,0.3606,0,0,1,1,2024-06-05 14:45:16,2024-06-05 14:45:16,0.0,0.0
user_5435,2,0,0.31220000000000003,0.3527,0,1,2,1,2024-09-18 12:47:38,2024-10-19 12:01:58,0.0,0.5
user_5438,1,0,0.0499,0.0499,0,1,1,1,2024-09-08 15:57:02,2024-09-08 15:57:02,0.0,1.0
user_5440,2,2,0.9876,0.9942,2,0,2,1,2024-03-14 03:06:31,2024-12-02 02:59:50,1.0,0.0
user_5443,1,0,0.3573,0.3573,0,1,1,1,2024-06-22 09:50:38,2024-06-22 09:50:38,0.0,1.0
user_5444,1,0,0.0306,0.0306,0,1,1,1,2024-12-01 10:44:51,2024-12-01 10:44:51,0.0,1.0
user_5445,1,0,0.3983,0.3983,0,1,1,1,2024-07-21 14:07:59,2024-07-21 14:07:59,0.0,1.0
user_5446,1,0,0.3949,0.3949,0,1,1,1,2024-08-18 11:01:18,2024-08-18 11:01:18,0.0,1.0
user_5447,1,0,0.3644,0.3644,0,0,1,1,2024-10-18 17:16:39,2024-10-18 17:16:39,0.0,0.0
user_5449,1,0,0.4244,0.4244,0,0,1,1,2024-05-06 18:18:46,2024-05-06 18:18:46,0.0,0.0
user_5451,1,0,0.4669,0.4669,0,1,1,1,2024-10-05 16:27:15,2024-10-05 16:27:15,0.0,1.0
user_5452,1,0,0.4656,0.4656,0,0,1,1,2024-10-01 12:27:43,2024-10-01 12:27:43,0.0,0.0
user_5457,1,0,0.1846,0.1846,0,0,1,1,2024-08-14 13:02:31,2024-08-14 13:02:31,0.0,0.0
user_5462,2,0,0.35095,0.4362,0,1,2,2,2024-06-30 09:31:01,2024-09-10 12:43:38,0.0,0.5
user_5466,1,0,0.1618,0.1618,0,0,1,1,2024-05-27 17:10:08,2024-05-27 17:10:08,0.0,0.0
user_5467,1,0,0.3285,0.3285,0,1,1,1,2024-03-30 11:38:53,2024-03-30 11:38:53,0.0,1.0
user_5475,2,0,0.35105,0.4126,0,1,2,2,2024-10-15 15:44:57,2024-12-07 10:47:12,0.0,0.5
user_5476,3,0,0.21186666666666668,0.3853,0,2,3,3,2024-05-05 09:02:21,2024-12-09 17:49:53,0.0,0.6666666666666666
user_5477,1,0,0.4624,0.4624,0,1,1,1,2024-09-07 10:32:35,2024-09-07 10:32:35,0.0,1.0
user_5483,2,1,0.5138,0.973,1,1,2,2,2024-02-11 03:45:51,2024-04-24 10:55:28,0.5,0.5
user_5485,1,0,0.0113,0.0113,0,0,1,1,2024-01-24 11:35:04,2024-01-24 11:35:04,0.0,0.0
user_5486,1,0,0.4335,0.4335,0,1,1,1,2024-05-25 17:14:35,2024-05-25 17:14:35,0.0,1.0
user_5488,1,1,0.913,0.913,1,0,1,1,2024-11-29 03:32:28,2024-11-29 03:32:28,1.0,0.0
user_5490,1,0,0.3443,0.3443,0,0,1,1,2024-11-26 11:57:31,2024-11-26 11:57:31,0.0,0.0
user_5495,1,0,0.1696,0.1696,0,0,1,1,2024-09-26 12:20:57,2024-09-26 12:20:57,0.0,0.0
user_5500,2,0,0.2233,0.4158,0,0,2,2,2024-02-22 10:59:47,2024-03-06 10:00:10,0.0,0.0
user_5502,1,0,0.3581,0.3581,0,1,1,1,2024-02-03 15:59:51,2024-02-03 15:59:51,0.0,1.0
user_5504,1,0,0.3838,0.3838,0,0,1,1,2024-07-19 14:13:04,2024-07-19 14:13:04,0.0,0.0
user_5508,1,0,0.3711,0.3711,0,0,1,1,2024-06-14 10:50:17,2024-06-14 10:50:17,0.0,0.0
user_5510,1,0,0.4642,0.4642,0,0,1,1,2024-07-26 13:00:55,2024-07-26 13:00:55,0.0,0.0
user_5512,1,1,0.9415,0.9415,1,0,1,1,2024-01-05 01:00:30,2024-01-05 01:00:30,1.0,0.0
user_5514,1,0,0.0695,0.0695,0,0,1,1,2024-07-30 15:29:26,2024-07-30 15:29:26,0.0,0.0
user_5517,1,1,0.987,0.987,1,0,1,1,2024-11-06 02:38:31,2024-11-06 02:38:31,1.0,0.0
user_5519,1,0,0.2512,0.2512,0,0,1,1,2024-02-02 14:21:14,2024-02-02 14:21:14,0.0,0.0
user_5520,2,0,0.43079999999999996,0.4982,0,1,2,1,2024-07-12 11:13:54,2024-09-28 12:02:10,0.0,0.5
user_5524,2,0,0.2542,0.3993,0,1,2,2,2024-10-07 11:59:49,2024-12-01 11:42:17,0.0,0.5
user_5525,1,0,0.412,0.412,0,0,1,1,2024-12-12 11:22:47,2024-12-12 11:22:47,0.0,0.0
user_5527,1,0,0.0675,0.0675,0,0,1,1,2024-01-11 09:52:40,2024-01-11 09:52:40,0.0,0.0
user_5533,2,0,0.18305,0.2902,0,0,2,2,2024-07-22 15:14:19,2024-11-20 11:16:38,0.0,0.0
user_5534,2,1,0.4598,0.9121,1,0,2,2,2024-03-22 14:40:24,2024-05-27 04:59:11,0.5,0.0
user_5537,2,0,0.35965,0.3935,0,0,2,2,2024-01-31 09:49:44,2024-04-23 10:52:08,0.0,0.0
user_5539,1,0,0.3573,0.3573,0,0,1,1,2024-03-22 13:14:54,2024-03-22 13:14:54,0.0,0.0
user_5541,1,0,0.2558,0.2558,0,0,1,1,2024-07-11 09:14:37,2024-07-11 09:14:37,0.0,0.0
