user_id,department,role,mfa_enabled,is_active,join_date,termination_date,manager
user_5359,sales,engineer,no,yes,2025-04-02,,user_5863
user_5365,operations,analyst,yes,yes,2021-06-14,,user_5006
user_5366,operations,intern,yes,yes,2023-03-15,,user_7049
user_5368,finance,analyst,no,yes,2021-11-21,,user_2989
user_5369,it,intern,yes,yes,2025-03-23,,user_2261
user_5371,finance,analyst,no,yes,2025-05-26,,user_7998
user_5372,hr,engineer,no,no,2024-12-07,2024-12-04,user_7697
user_5373,operations,intern,yes,yes,2022-06-16,,user_5019
user_5377,sales,analyst,no,no,2025-06-09,2025-03-02,user_5421
user_5379,finance,intern,yes,yes,2022-10-06,,user_2577
user_5381,it,manager,no,yes,2023-01-15,,user_3436
user_5389,sales,intern,yes,yes,2023-08-05,,user_1067
user_5391,hr,engineer,yes,yes,2021-04-28,,user_7094
user_5396,it,analyst,yes,no,2023-07-21,2025-11-15,user_3467
user_5398,operations,analyst,no,no,2024-08-03,2025-07-04,user_4903
user_5399,operations,analyst,yes,yes,2025-07-01,,user_8228
user_5406,finance,analyst,yes,yes,2021-11-01,,user_7391
user_5410,it,analyst,yes,yes,2025-09-23,,user_4869
user_5412,operations,analyst,yes,yes,2022-09-17,,user_2524
user_5418,it,manager,yes,yes,2024-12-17,,user_8533
user_5421,finance,admin,yes,yes,2022-01-16,,user_8573
user_5423,operations,analyst,yes,yes,2021-10-09,,user_8944
user_5426,finance,analyst,yes,yes,2023-12-21,,user_5056
user_5427,operations,engineer,yes,yes,2021-07-29,,user_8802
user_5428,hr,analyst,yes,yes,2021-11-09,,user_1108
user_5435,sales,analyst,yes,yes,2022-02-03,,user_8634
user_5438,it,analyst,no,no,2021-03-09,2022-06-28,user_4992
user_5440,hr,intern,yes,yes,2023-10-06,,user_8554
user_5443,finance,admin,no,yes,2022-04-24,,user_8872
user_5444,hr,manager,no,yes,2022-10-06,,user_8906
user_5445,sales,engineer,no,yes,2023-08-04,,user_6307
user_5446,sales,engineer,no,yes,2021-01-01,,user_5630
user_5447,it,engineer,no,no,2024-02-24,2025-08-19,user_9358
user_5449,it,engineer,yes,no,2024-01-14,2024-08-25,user_7829
user_5451,operations,engineer,yes,yes,2022-12-13,,user_2656
user_5452,sales,analyst,no,yes,2024-08-24,,user_9572
user_5457,it,analyst,yes,yes,2024-03-27,,user_4394
user_5462,it,manager,no,yes,2024-04-19,,user_9928
user_5466,it,intern,yes,yes,2023-11-25,,user_5958
user_5467,operations,engineer,no,yes,2024-07-12,,user_8106
user_5475,finance,admin,yes,yes,2023-10-11,,user_3938
user_5476,operations,intern,yes,yes,2022-06-03,,user_7981
user_5477,it,analyst,yes,yes,2021-04-26,,user_8491
user_5483,operations,engineer,no,yes,2025-04-24,,user_6836
user_5485,finance,engineer,no,yes,2023-03-06,,user_5649
user_5486,it,intern,yes,yes,2024-11-14,,user_3141
user_5488,it,intern,no,yes,2022-05-08,,user_7059
user_5490,operations,engineer,yes,yes,2021-06-29,,user_1378
user_5495,finance,analyst,yes,yes,2024-11-25,,user_4383
user_5500,it,admin,yes,no,2024-07-19,2025-07-17,user_8195
user_5502,it,analyst,yes,yes,2025-07-03,,user_8189
user_5504,it,admin,yes,yes,2024-10-24,,user_7955
user_5508,operations,intern,yes,yes,2021-02-19,,user_8254
user_5510,operations,manager,no,yes,2024-04-18,,user_3495
user_5512,sales,engineer,no,yes,2025-10-24,,user_5232
user_5514,hr,manager,yes,yes,2023-06-23,,user_7608
user_5517,sales,manager,yes,no,2022-05-23,2023-09-26,user_9209
user_5519,it,analyst,yes,yes,2022-08-23,,user_7656
user_5520,finance,admin,yes,yes,2021-01-21,,user_9946
user_5524,finance,intern,yes,yes,2024-10-07,,user_6816
user_5525,hr,intern,yes,yes,2024-04-03,,user_8975
user_5527,operations,analyst,no,yes,2024-12-23,,user_8411
user_5533,operations,intern,no,yes,2022-09-12,,user_1778
user_5534,operations,engineer,yes,no,2022-10-01,2025-05-04,user_5483
user_5537,it,analyst,yes,yes,2023-05-15,,user_3064
user_5539,it,analyst,yes,yes,2023-03-03,,user_4392
user_5541,finance,analyst,no,yes,2022-06-10,,user_3262
user_5543,hr,intern,yes,yes,2022-10-13,,user_7459
user_5549,it,engineer,yes,yes,2025-01-08,,user_9050
user_5550,finance,engineer,no,yes,2021-05-15,,user_7608
user_5552,hr,analyst,yes,no,2023-02-28,2023-05-04,user_9213
user_5555,it,engineer,yes,yes,2025-02-11,,user_1074
user_5556,operations,analyst,yes,yes,2024-12-08,,user_9511
user_5558,sales,manager,yes,no,2023-11-13,2024-02-17,user_4611
user_5559,sales,engineer,yes,no,2024-07-31,2025-02-08,user_2370
user_5560,operations,analyst,yes,yes,2021-06-06,,user_1502
user_5564,it,admin,yes,no,2024-12-24,2025-11-05,user_2941
user_5565,operations,analyst,yes,yes,2025-02-05,,user_5691
user_5570,operations,engineer,no,yes,2023-09-21,,user_7233
user_5571,finance,manager,yes,yes,2023-10-18,,user_4544
user_5572,it,engineer,yes,no,2022-05-13,2024-12-29,user_2764
user_5573,sales,analyst,no,yes,2023-07-26,,user_3999
user_5577,it,analyst,yes,yes,2025-07-30,,user_4716
user_5578,it,intern,no,yes,2022-12-30,,user_9023
user_5584,it,analyst,yes,yes,2024-06-21,,user_8381
user_5586,finance,admin,yes,yes,2025-02-20,,user_3370
user_5588,it,intern,yes,yes,2022-10-11,,user_4475
user_5591,hr,analyst,no,no,2025-08-02,2025-03-21,user_5572
user_5592,finance,analyst,yes,yes,2024-05-07,,user_5315
user_5593,finance,engineer,no,yes,2025-06-28,,user_9221
user_5594,sales,intern,yes,yes,2025-10-13,,user_9222
user_5595,hr,intern,no,no,2022-07-21,2025-06-01,user_7004
user_5598,it,engineer,no,yes,2025-03-26,,user_2030
user_5601,hr,admin,yes,yes,2025-08-04,,user_2134
user_5602,sales,analyst,no,no,2025-04-26,2025-07-01,user_2837
user_5603,hr,intern,no,yes,2024-02-27,,user_8096
user_5607,it,intern,yes,yes,2025-02-21,,user_3335
user_5608,sales,analyst,yes,yes,2025-01-27,,user_1167
user_5610,sales,analyst,yes,no,2021-07-18,2023-03-01,user_2387
user_5613,finance,analyst,yes,yes,2021-01-15,,user_1500
user_5616,sales,analyst,no,yes,2021-02-28,,user_3389
user_5621,it,admin,yes,no,2022-08-29,2025-06-04,user_8211
user_5622,it,manager,yes,yes,2024-07-05,,user_1664
user_5624,finance,analyst,yes,yes,2025-07-08,,user_1892
user_5626,finance,analyst,no,yes,2023-08-24,,user_7763
user_5630,operations,intern,yes,yes,2025-09-19,,user_4218
user_5631,it,engineer,yes,yes,2021-02-01,,user_7612
user_5633,it,manager,yes,yes,2023-09-24,,user_5565
user_5634,operations,analyst,no,no,2025-02-21,2025-05-11,user_5958
user_5635,operations,intern,yes,yes,2024-03-08,,user_1158
user_5637,finance,admin,yes,yes,2025-06-24,,user_6097
user_5638,operations,analyst,yes,yes,2025-03-09,,user_1940
user_5639,finance,analyst,yes,yes,2024-06-13,,user_9904
user_5640,operations,analyst,no,yes,2024-06-20,,user_1809
user_5642,operations,analyst,yes,no,2025-06-22,2025-08-16,user_5624
user_5649,sales,engineer,yes,yes,2025-02-12,,user_5921
user_5652,finance,intern,yes,no,2022-10-15,2023-08-29,user_2820
user_5654,finance,manager,yes,yes,2024-12-23,,user_7064
user_5655,hr,admin,yes,yes,2023-06-20,,user_5426
user_5658,hr,manager,yes,yes,2021-08-10,,user_7535
user_5660,hr,engineer,yes,yes,2023-01-06,,user_8156
user_5661,sales,engineer,yes,yes,2022-07-18,,user_8805
user_5665,hr,analyst,no,yes,2023-06-20,,user_1186
user_5668,hr,manager,no,yes,2024-08-28,,user_4704
user_5674,operations,engineer,yes,yes,2023-09-07,,user_5127
user_5675,it,analyst,yes,yes,2023-10-03,,user_9823
user_5679,operations,manager,yes,yes,2022-05-18,,user_6042
user_5682,finance,engineer,yes,yes,2021-04-25,,user_3287
user_5686,it,intern,yes,yes,2023-06-11,,user_4471
user_5687,finance,manager,yes,yes,2021-12-20,,user_4849
user_5688,finance,admin,yes,yes,2022-05-13,,user_6072
user_5689,sales,manager,yes,yes,2021-03-23,,user_4793
user_5691,finance,admin,yes,yes,2025-10-19,,user_7187
user_5694,it,engineer,no,yes,2023-08-22,,user_3248
user_5695,it,intern,yes,yes,2023-06-22,,user_7021
user_5696,hr,manager,no,no,2021-06-14,2025-09-23,user_2943
user_5698,sales,engineer,no,yes,2021-04-15,,user_8501
user_5700,finance,engineer,yes,yes,2020-12-17,,user_7310
user_5705,operations,manager,yes,yes,2022-07-21,,user_3818
user_5707,sales,analyst,yes,yes,2021-09-14,,user_6912
user_5709,it,analyst,yes,yes,2023-07-07,,user_8488
user_5711,sales,analyst,yes,no,2023-03-31,2025-10-02,user_4998
user_5713,finance,intern,no,yes,2025-09-06,,user_6752
user_5715,it,analyst,yes,yes,2022-12-21,,user_3890
user_5718,hr,analyst,yes,yes,2022-09-30,,user_6697
user_5720,operations,engineer,no,yes,2021-07-31,,user_9910
user_5722,sales,analyst,no,no,2023-06-14,2025-09-24,user_5274
user_5725,hr,engineer,yes,yes,2023-11-02,,user_2181
user_5728,operations,analyst,no,yes,2020-11-25,,user_2267
user_5732,finance,intern,yes,yes,2023-09-11,,user_8794
user_5735,it,intern,yes,yes,2023-03-13,,user_5811
user_5736,it,intern,yes,yes,2023-12-29,,user_8161
user_5739,sales,manager,yes,no,2023-01-02,2023-07-25,user_3725
user_5744,operations,admin,no,yes,2022-10-02,,user_5594
user_5746,hr,analyst,yes,yes,2022-11-18,,user_7297
user_5751,finance,analyst,yes,yes,2024-03-29,,user_9244
user_5755,finance,analyst,yes,yes,2020-12-10,,user_9308
user_5756,hr,engineer,yes,yes,2022-03-24,,user_1688
user_5762,hr,manager,yes,yes,2023-07-14,,user_6631
user_5763,sales,engineer,yes,yes,2025-07-19,,user_1695
user_5767,it,analyst,no,yes,2024-10-16,,user_2404
user_5769,it,manager,yes,no,2021-02-27,2025-09-10,user_1177
user_5770,finance,engineer,yes,yes,2023-11-05,,user_3132
user_5771,sales,manager,yes,yes,2023-12-01,,user_2827
user_5773,operations,engineer,yes,yes,2022-12-23,,user_9703
user_5774,finance,analyst,yes,yes,2023-09-05,,user_3149
user_5779,operations,admin,no,yes,2025-07-14,,user_9014
user_5780,it,engineer,no,no,2021-11-23,2023-04-10,user_4563
user_5781,finance,analyst,yes,yes,2022-09-26,,user_8455
user_5782,it,analyst,yes,yes,2022-07-05,,user_5075
user_5784,it,engineer,no,yes,2021-06-06,,user_5746
user_5786,finance,admin,yes,yes,2025-04-30,,user_6704
user_5790,sales,manager,yes,yes,2021-02-13,,user_9529
user_5791,sales,analyst,yes,no,2022-01-27,2025-02-19,user_7380
user_5792,operations,intern,no,yes,2021-03-16,,user_3328
user_5795,it,engineer,yes,yes,2021-04-21,,user_4963
user_5798,it,manager,no,yes,2021-12-20,,user_6780
user_5799,operations,manager,no,yes,2025-08-06,,user_8787
user_5804,it,analyst,yes,yes,2021-05-23,,user_2889
user_5805,finance,engineer,no,no,2025-10-19,2025-07-15,user_3463
user_5807,it,manager,no,yes,2023-10-28,,user_9362
user_5808,sales,intern,yes,no,2022-08-30,2024-08-22,user_8961
user_5811,it,manager,yes,yes,2025-02-18,,user_7842
user_5814,finance,manager,yes,yes,2024-12-29,,user_9254
user_5815,operations,engineer,yes,yes,2022-06-26,,user_3040
user_5818,hr,intern,yes,yes,2021-07-04,,user_8487
user_5821,hr,admin,yes,no,2024-12-30,2025-05-18,user_1271
user_5825,finance,manager,yes,yes,2024-01-14,,user_8633
user_5827,hr,engineer,no,yes,2021-01-10,,user_8865
user_5828,operations,engineer,yes,yes,2021-08-14,,user_1871
user_5829,it,manager,yes,yes,2023-12-15,,user_2991
user_5832,hr,analyst,yes,yes,2023-11-14,,user_5987
user_5835,sales,manager,yes,yes,2024-07-01,,user_2770
user_5837,sales,analyst,yes,yes,2023-07-14,,user_4082
user_5838,sales,intern,yes,yes,2025-02-16,,user_1076
user_5839,hr,analyst,yes,yes,2024-08-25,,user_5293
user_5840,it,intern,yes,yes,2025-05-26,,user_6674
user_5844,sales,engineer,no,no,2024-02-05,2024-04-10,user_6953
user_5845,operations,engineer,yes,yes,2021-10-12,,user_9983
user_5852,finance,engineer,no,no,2021-03-12,2024-08-28,user_8563
user_5857,finance,analyst,no,yes,2025-03-01,,user_5199
user_5858,it,manager,yes,yes,2021-10-05,,user_6474
user_5859,sales,analyst,no,yes,2022-06-02,,user_9421
user_5863,it,engineer,no,yes,2025-03-31,,user_4349
user_5866,it,manager,yes,no,2021-07-03,2021-12-13,user_6302
user_5867,finance,admin,yes,yes,2025-10-16,,user_2630
user_5875,operations,analyst,yes,yes,2021-11-11,,user_8986
user_5878,sales,analyst,yes,yes,2023-09-11,,user_3852
user_5880,it,manager,yes,yes,2020-12-14,,user_9096
user_5883,operations,intern,yes,yes,2025-10-11,,user_2069
user_5884,sales,engineer,no,yes,2024-09-04,,user_2053
user_5885,hr,manager,no,yes,2024-12-11,,user_1161
user_5886,it,engineer,yes,yes,2024-04-24,,user_5315
user_5889,hr,analyst,no,yes,2024-10-05,,user_5195
user_5895,operations,intern,yes,yes,2023-04-04,,user_5199
user_5896,it,engineer,yes,yes,2025-08-18,,user_3046
user_5897,operations,analyst,no,yes,2024-06-03,,user_2099
user_5898,operations,engineer,yes,yes,2024-07-06,,user_9105
user_5899,it,analyst,yes,yes,2024-09-23,,user_9170
user_5901,sales,intern,no,yes,2025-03-17,,user_1305
user_5904,it,analyst,yes,yes,2020-12-14,,user_5188
user_5907,finance,engineer,yes,yes,2025-02-06,,user_2713
user_5913,operations,analyst,no,yes,2022-11-30,,user_9381
user_5918,operations,engineer,no,yes,2024-03-23,,user_3980
user_5920,hr,admin,yes,no,2025-05-04,2025-05-22,user_5490
user_5921,sales,engineer,yes,no,2023-11-27,2024-12-14,user_3437
user_5922,sales,engineer,no,yes,2023-12-03,,user_4318
user_5923,hr,intern,yes,yes,2024-09-30,,user_9807
user_5924,sales,analyst,yes,no,2025-08-04,2024-12-24,user_8784
user_5926,finance,analyst,yes,yes,2025-09-30,,user_1856
user_5927,hr,analyst,no,yes,2022-06-19,,user_5920
user_5928,finance,intern,yes,yes,2022-02-10,,user_8915
user_5930,sales,manager,yes,yes,2022-01-23,,user_7144
user_5931,operations,engineer,yes,yes,2021-11-25,,user_8501
user_5932,finance,engineer,no,no,2022-01-25,2025-01-28,user_5895
user_5933,it,analyst,yes,yes,2024-03-11,,user_7155
user_5934,operations,analyst,yes,yes,2025-09-26,,user_7232
user_5936,finance,analyst,no,yes,2024-09-30,,user_2907
user_5940,sales,manager,yes,yes,2021-06-22,,user_1146
user_5947,sales,analyst,no,yes,2023-12-23,,user_1372
user_5951,it,analyst,no,yes,2025-03-09,,user_1241
user_5952,sales,intern,no,yes,2023-06-22,,user_2982
user_5953,it,intern,yes,no,2021-10-31,2023-09-28,user_1976
user_5954,sales,analyst,no,yes,2023-01-13,,user_2843
user_5955,operations,analyst,no,yes,2025-02-09,,user_1426
user_5956,operations,analyst,no,yes,2020-12-12,,user_6817
user_5958,finance,engineer,yes,yes,2023-10-24,,user_8532
user_5959,sales,admin,yes,yes,2023-03-25,,user_5774
user_5964,it,analyst,yes,no,2021-11-21,2025-11-14,user_6784
user_5966,finance,analyst,yes,no,2023-09-20,2025-03-25,user_3223
user_5968,finance,admin,yes,yes,2025-05-10,,user_7705
user_5969,it,engineer,yes,yes,2024-03-11,,user_9831
user_5975,it,analyst,yes,yes,2025-02-11,,user_7383
user_5976,operations,engineer,yes,yes,2023-04-19,,user_2029
user_5977,sales,analyst,no,yes,2021-08-22,,user_6579
user_5985,finance,manager,yes,no,2021-10-23,2024-02-27,user_5272
user_5987,operations,admin,yes,yes,2024-07-30,,user_2444
user_5988,finance,admin,yes,yes,2025-07-16,,user_8853
user_5990,sales,manager,yes,yes,2025-06-01,,user_7999
user_5992,sales,intern,no,yes,2022-07-16,,user_4432
user_5993,it,manager,no,yes,2023-10-01,,user_2176
user_5996,operations,admin,yes,yes,2022-04-29,,user_4190
user_6002,hr,manager,no,yes,2022-01-16,,user_6841
user_6005,it,intern,yes,yes,2020-12-15,,user_7791
user_6007,sales,intern,yes,yes,2023-06-30,,user_5292
user_6009,it,analyst,yes,yes,2021-10-05,,user_3372
user_6010,it,intern,yes,yes,2021-09-25,,user_6375
user_6013,it,admin,yes,no,2022-06-23,2025-11-11,user_8419
user_6014,sales,admin,yes,yes,2024-06-02,,user_9499
user_6026,hr,analyst,yes,yes,2022-12-18,,user_7752
user_6027,finance,admin,yes,yes,2021-09-07,,user_6288
user_6028,operations,intern,yes,yes,2022-09-03,,user_5112
user_6029,sales,analyst,yes,yes,2023-01-11,,user_4480
user_6030,finance,intern,no,yes,2021-06-27,,user_4080
user_6032,hr,analyst,no,yes,2021-01-30,,user_6507
user_6033,finance,analyst,yes,yes,2021-02-26,,user_5947
user_6034,hr,engineer,no,yes,2025-02-19,,user_7569
user_6035,it,engineer,yes,yes,2025-05-27,,user_9489
user_6036,operations,engineer,yes,yes,2025-07-23,,user_1780
user_6040,operations,analyst,yes,yes,2023-04-20,,user_9976
user_6041,operations,intern,no,yes,2021-05-08,,user_9020
user_6042,it,analyst,yes,yes,2023-09-10,,user_1466
user_6048,sales,analyst,no,yes,2024-12-28,,user_1527
user_6049,it,analyst,yes,yes,2025-06-27,,user_7984
user_6050,sales,engineer,no,no,2021-12-16,2023-04-21,user_9562
user_6052,operations,intern,no,no,2025-05-24,2025-05-19,user_8417
user_6056,finance,engineer,yes,yes,2023-02-27,,user_7359
user_6062,operations,admin,yes,yes,2023-08-17,,user_9244
user_6064,hr,analyst,no,yes,2021-05-02,,user_8013
user_6065,operations,engineer,yes,yes,2021-09-12,,user_6494
user_6070,finance,manager,no,yes,2021-03-14,,user_2903
user_6071,finance,manager,no,yes,2022-04-12,,user_4094
user_6072,sales,analyst,no,yes,2022-07-21,,user_2097
user_6073,hr,engineer,yes,yes,2025-10-31,,user_7602
user_6075,sales,engineer,yes,yes,2024-02-28,,user_3818
user_6076,hr,admin,yes,yes,2021-04-24,,user_2889
user_6077,operations,manager,yes,yes,2024-09-24,,user_1609
user_6078,operations,analyst,no,yes,2024-04-20,,user_6409
user_6082,it,engineer,yes,yes,2023-10-14,,user_5955
user_6084,hr,analyst,no,yes,2022-02-22,,user_4897
user_6087,hr,intern,yes,yes,2024-11-10,,user_9772
user_6095,finance,engineer,yes,yes,2025-08-16,,user_7864
user_6097,hr,analyst,no,yes,2025-06-15,,user_6434
user_6098,operations,intern,yes,yes,2021-02-28,,user_6968
user_6099,sales,engineer,yes,yes,2023-07-26,,user_1408
user_6103,sales,analyst,no,yes,2024-03-17,,user_4361
user_6104,operations,engineer,no,yes,2021-07-24,,user_8145
user_6109,operations,analyst,yes,yes,2023-09-19,,user_4728
user_6112,operations,admin,no,yes,2022-06-06,,user_9329
user_6115,hr,admin,yes,yes,2022-07-06,,user_1589
user_6119,sales,intern,no,yes,2022-07-30,,user_4617
user_6120,operations,engineer,yes,no,2022-05-25,2022-11-15,user_3108
user_6122,it,manager,yes,yes,2024-09-28,,user_6030
user_6123,finance,admin,no,yes,2021-01-26,,user_3806
user_6125,it,analyst,yes,yes,2023-06-30,,user_5920
user_6133,it,engineer,yes,yes,2025-10-25,,user_4176
user_6136,sales,engineer,no,yes,2025-03-30,,user_9067
user_6141,it,analyst,no,yes,2023-07-17,,user_8078
user_6144,it,manager,no,yes,2022-01-28,,user_8945
user_6146,sales,intern,yes,yes,2023-10-20,,user_1193
user_6147,finance,intern,no,yes,2024-06-04,,user_3673
user_6151,it,analyst,yes,no,2023-09-20,2025-04-07,user_2676
user_6154,finance,analyst,yes,yes,2024-09-11,,user_4652
user_6155,operations,analyst,no,yes,2023-12-27,,user_8767
user_6159,sales,intern,yes,no,2024-09-19,2025-01-19,user_5097
user_6161,hr,analyst,yes,no,2021-09-26,2024-06-20,user_5524
user_6164,sales,engineer,yes,yes,2024-10-25,,user_5200
user_6169,hr,analyst,no,yes,2025-09-15,,user_3102
user_6172,sales,engineer,no,yes,2022-03-16,,user_8501
user_6173,operations,manager,yes,yes,2021-05-04,,user_2560
user_6175,sales,admin,yes,no,2023-04-23,2024-12-15,user_6920
user_6177,finance,analyst,no,yes,2023-01-28,,user_2566
user_6178,sales,engineer,yes,yes,2021-07-20,,user_7697
user_6184,operations,analyst,yes,no,2021-08-09,2023-01-04,user_7739
user_6186,hr,engineer,yes,yes,2023-03-15,,user_2993
user_6187,sales,intern,yes,yes,2021-07-17,,user_7073
user_6188,hr,analyst,yes,no,2025-07-07,2025-03-24,user_6470
user_6196,sales,intern,no,yes,2024-07-02,,user_8937
user_6197,finance,engineer,yes,yes,2024-07-29,,user_1338
user_6200,operations,analyst,no,yes,2022-04-30,,user_7965
user_6202,it,manager,no,yes,2025-04-23,,user_6798
user_6205,finance,analyst,no,yes,2023-03-13,,user_6523
user_6210,hr,engineer,yes,yes,2025-09-18,,user_5495
user_6212,finance,admin,yes,no,2023-08-17,2024-12-12,user_3472
user_6214,it,analyst,yes,yes,2021-10-24,,user_8661
user_6217,hr,engineer,no,yes,2025-10-10,,user_6666
user_6218,it,admin,yes,yes,2025-07-16,,user_6291
user_6220,hr,intern,yes,yes,2025-03-13,,user_4515
user_6224,hr,engineer,yes,yes,2024-05-12,,user_8190
user_6225,operations,intern,yes,yes,2022-12-16,,user_6514
user_6227,finance,engineer,yes,yes,2024-09-20,,user_1258
user_6228,sales,manager,yes,yes,2023-01-23,,user_3559
user_6234,sales,admin,yes,no,2022-05-02,2023-02-23,user_4998
user_6238,operations,manager,yes,yes,2023-03-30,,user_6721
user_6239,it,manager,yes,yes,2024-09-21,,user_1451
user_6243,sales,manager,no,yes,2020-12-28,,user_1300
user_6245,finance,admin,yes,no,2024-08-16,2025-06-07,user_9859
user_6247,finance,admin,yes,yes,2022-07-08,,user_1603
user_6254,hr,manager,yes,yes,2024-05-24,,user_7943
user_6259,operations,analyst,yes,yes,2021-09-18,,user_3153
user_6261,finance,manager,no,yes,2023-02-03,,user_5234
user_6262,it,engineer,yes,yes,2023-03-28,,user_6151
user_6263,sales,analyst,no,yes,2024-05-03,,user_4752
user_6270,sales,admin,no,yes,2022-09-26,,user_1255
user_6271,it,manager,no,no,2024-07-15,2025-08-16,user_9247
user_6273,finance,analyst,yes,yes,2022-11-17,,user_5858
user_6278,sales,analyst,yes,yes,2022-01-31,,user_8391
user_6281,it,analyst,yes,yes,2023-06-07,,user_2558
user_6285,finance,intern,yes,yes,2023-05-08,,user_7564
user_6288,finance,analyst,no,yes,2021-03-29,,user_5691
user_6290,sales,analyst,no,yes,2022-11-05,,user_3313
user_6291,operations,manager,no,yes,2021-01-06,,user_6816
user_6297,sales,analyst,yes,yes,2022-07-27,,user_8207
user_6300,sales,analyst,no,yes,2021-12-13,,user_1655
user_6301,it,analyst,yes,yes,2022-10-13,,user_4432
user_6302,it,engineer,no,yes,2025-08-19,,user_7061
user_6303,it,engineer,yes,yes,2022-04-23,,user_9958
user_6305,hr,manager,yes,yes,2025-10-11,,user_1067
user_6306,it,manager,yes,yes,2022-04-08,,user_6338
user_6307,operations,intern,yes,yes,2025-06-29,,user_9251
user_6309,operations,manager,yes,no,2021-11-05,2025-05-29,user_4722
user_6310,sales,analyst,no,no,2023-04-02,2024-11-21,user_4237
user_6312,it,analyst,yes,no,2023-07-17,2025-08-05,user_9004
user_6314,operations,manager,no,yes,2024-10-05,,user_2988
user_6315,operations,admin,yes,yes,2023-06-30,,user_3636
user_6318,it,analyst,yes,yes,2021-02-20,,user_1037
user_6320,operations,engineer,yes,yes,2021-03-02,,user_8743
user_6325,hr,analyst,yes,yes,2025-06-22,,user_5883
user_6328,it,manager,no,no,2022-09-25,2025-11-16,user_5985
user_6331,finance,admin,yes,yes,2022-04-13,,user_7217
user_6332,it,analyst,yes,yes,2025-03-17,,user_1365
user_6333,it,engineer,yes,yes,2024-05-05,,user_4017
user_6336,operations,analyst,no,no,2023-03-22,2024-06-23,user_6087
user_6338,sales,engineer,yes,yes,2025-01-06,,user_6936
user_6345,operations,analyst,yes,yes,2023-01-15,,user_4792
user_6347,operations,intern,yes,no,2022-04-15,2024-07-17,user_5110
user_6348,it,analyst,yes,yes,2025-06-21,,user_3708
user_6349,operations,intern,yes,yes,2023-05-03,,user_7608
user_6350,finance,manager,no,yes,2023-11-06,,user_3482
user_6351,hr,engineer,no,yes,2024-10-26,,user_5966
user_6353,it,analyst,yes,yes,2023-08-21,,user_8045
user_6355,it,intern,yes,yes,2024-06-26,,user_3708
user_6363,finance,analyst,yes,no,2022-11-23,2025-07-20,user_9255
user_6365,finance,analyst,yes,yes,2021-09-14,,user_7894
user_6367,hr,manager,no,yes,2024-02-23,,user_1467
user_6373,sales,analyst,no,yes,2022-08-24,,user_5235
user_6375,hr,analyst,no,yes,2023-10-17,,user_4175
user_6382,it,intern,no,yes,2021-07-05,,user_3236
user_6384,finance,intern,yes,yes,2024-10-19,,user_7014
user_6390,operations,manager,yes,yes,2022-11-24,,user_2039
user_6391,hr,intern,yes,yes,2025-06-18,,user_7816
user_6394,hr,engineer,yes,yes,2025-05-20,,user_8865
user_6396,it,analyst,yes,yes,2023-08-10,,user_4067
user_6409,finance,engineer,yes,yes,2021-09-09,,user_3698
user_6415,finance,engineer,no,yes,2022-02-14,,user_4927
user_6423,hr,intern,no,yes,2023-11-02,,user_3038
user_6426,finance,analyst,no,yes,2023-06-16,,user_3819
user_6428,finance,engineer,no,yes,2025-06-02,,user_5438
user_6429,hr,analyst,yes,yes,2021-07-14,,user_4539
user_6434,sales,analyst,yes,no,2025-04-26,2025-10-10,user_7906
user_6438,it,analyst,yes,yes,2024-02-29,,user_1187
user_6439,it,intern,yes,yes,2023-11-08,,user_9689
user_6440,hr,admin,yes,yes,2022-05-21,,user_7778
user_6442,sales,admin,yes,yes,2021-04-03,,user_8013
user_6445,it,engineer,yes,yes,2022-02-13,,user_4094
user_6449,finance,analyst,yes,yes,2025-09-28,,user_9451
user_6451,operations,analyst,yes,yes,2024-11-28,,user_4193
user_6456,finance,analyst,yes,yes,2024-04-19,,user_2346
user_6458,hr,manager,no,yes,2022-02-02,,user_3610
user_6463,it,admin,yes,yes,2024-03-30,,user_9758
user_6465,sales,engineer,yes,no,2025-07-13,2025-09-16,user_7882
user_6466,it,analyst,yes,no,2020-12-13,2024-08-18,user_6187
user_6470,operations,analyst,yes,yes,2022-02-16,,user_9050
user_6471,sales,analyst,no,yes,2022-10-12,,user_9728
user_6472,finance,manager,no,yes,2022-10-27,,user_8244
user_6473,hr,intern,no,yes,2023-03-15,,user_6363
user_6474,it,engineer,yes,no,2023-06-23,2024-05-20,user_1940
user_6475,it,admin,yes,yes,2021-03-03,,user_7221
user_6476,it,manager,yes,yes,2022-02-03,,user_2928
user_6477,sales,manager,yes,yes,2025-08-07,,user_8246
user_6481,operations,analyst,yes,yes,2020-12-22,,user_6971
user_6482,operations,intern,yes,yes,2022-07-06,,user_9511
user_6486,hr,admin,yes,yes,2021-04-20,,user_2981
user_6489,sales,analyst,no,yes,2024-02-22,,user_7216
user_6491,sales,engineer,yes,yes,2023-01-21,,user_8480
user_6492,sales,manager,no,yes,2021-08-15,,user_7285
user_6494,finance,engineer,yes,yes,2025-03-06,,user_7263
user_6495,operations,intern,yes,yes,2024-10-30,,user_8128
user_6498,finance,engineer,no,yes,2024-03-08,,user_7704
user_6501,hr,engineer,no,yes,2025-05-09,,user_3999
user_6504,finance,analyst,yes,no,2024-04-30,2025-01-09,user_1828
user_6505,operations,analyst,yes,no,2025-01-27,2024-11-30,user_8418
user_6506,operations,analyst,yes,no,2024-11-20,2025-01-14,user_4324
